ID,URL,Fichier,Ligne,Langue,Siman,Niveau,Type,Gravite,Texte_actuel,Probleme,Correction_proposee,Certitude,Validation_Rav
T0125,https://daattorah.com/yd/194/lamdan,sources/yoreh-deah/siman-194/niveau-2-lamdan.html,,fr,194,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0126,https://daattorah.com/yd/194/lamdan,sources/yoreh-deah/siman-194/niveau-2-lamdan.html,,fr,194,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0127,https://daattorah.com/yd/194/lamdan,sources/yoreh-deah/siman-194/niveau-2-lamdan.html,,fr,194,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0128,https://daattorah.com/yd/194/lamdan,sources/yoreh-deah/siman-194/niveau-2-lamdan.html,,fr,194,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0129,https://daattorah.com/yd/195/lamdan,sources/yoreh-deah/siman-195/niveau-2-lamdan.html,,fr,195,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0130,https://daattorah.com/yd/195/lamdan,sources/yoreh-deah/siman-195/niveau-2-lamdan.html,,fr,195,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0131,https://daattorah.com/yd/195/lamdan,sources/yoreh-deah/siman-195/niveau-2-lamdan.html,,fr,195,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0132,https://daattorah.com/yd/195/lamdan,sources/yoreh-deah/siman-195/niveau-2-lamdan.html,,fr,195,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0133,https://daattorah.com/yd/196/lamdan,sources/yoreh-deah/siman-196/niveau-2-lamdan.html,,fr,196,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0134,https://daattorah.com/yd/196/lamdan,sources/yoreh-deah/siman-196/niveau-2-lamdan.html,,fr,196,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0135,https://daattorah.com/yd/196/lamdan,sources/yoreh-deah/siman-196/niveau-2-lamdan.html,,fr,196,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0136,https://daattorah.com/yd/196/lamdan,sources/yoreh-deah/siman-196/niveau-2-lamdan.html,,fr,196,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0137,https://daattorah.com/yd/197/lamdan,sources/yoreh-deah/siman-197/niveau-2-lamdan.html,,fr,197,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0138,https://daattorah.com/yd/197/lamdan,sources/yoreh-deah/siman-197/niveau-2-lamdan.html,,fr,197,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0139,https://daattorah.com/yd/197/lamdan,sources/yoreh-deah/siman-197/niveau-2-lamdan.html,,fr,197,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0140,https://daattorah.com/yd/197/lamdan,sources/yoreh-deah/siman-197/niveau-2-lamdan.html,,fr,197,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0141,https://daattorah.com/yd/198/lamdan,sources/yoreh-deah/siman-198/niveau-2-lamdan.html,,fr,198,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0142,https://daattorah.com/yd/198/lamdan,sources/yoreh-deah/siman-198/niveau-2-lamdan.html,,fr,198,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0143,https://daattorah.com/yd/198/lamdan,sources/yoreh-deah/siman-198/niveau-2-lamdan.html,,fr,198,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0144,https://daattorah.com/yd/198/lamdan,sources/yoreh-deah/siman-198/niveau-2-lamdan.html,,fr,198,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0145,https://daattorah.com/yd/199/lamdan,sources/yoreh-deah/siman-199/niveau-2-lamdan.html,,fr,199,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0146,https://daattorah.com/yd/199/lamdan,sources/yoreh-deah/siman-199/niveau-2-lamdan.html,,fr,199,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0147,https://daattorah.com/yd/199/lamdan,sources/yoreh-deah/siman-199/niveau-2-lamdan.html,,fr,199,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0148,https://daattorah.com/yd/199/lamdan,sources/yoreh-deah/siman-199/niveau-2-lamdan.html,,fr,199,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0149,https://daattorah.com/yd/200/lamdan,sources/yoreh-deah/siman-200/niveau-2-lamdan.html,,fr,200,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0150,https://daattorah.com/yd/200/lamdan,sources/yoreh-deah/siman-200/niveau-2-lamdan.html,,fr,200,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0151,https://daattorah.com/yd/200/lamdan,sources/yoreh-deah/siman-200/niveau-2-lamdan.html,,fr,200,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0152,https://daattorah.com/yd/200/lamdan,sources/yoreh-deah/siman-200/niveau-2-lamdan.html,,fr,200,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0153,https://daattorah.com/yd/87/lamdan,sources/yoreh-deah/siman-87/niveau-2-lamdan.html,,fr,87,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0154,https://daattorah.com/yd/87/lamdan,sources/yoreh-deah/siman-87/niveau-2-lamdan.html,,fr,87,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0155,https://daattorah.com/yd/87/lamdan,sources/yoreh-deah/siman-87/niveau-2-lamdan.html,,fr,87,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0156,https://daattorah.com/yd/87/lamdan,sources/yoreh-deah/siman-87/niveau-2-lamdan.html,,fr,87,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0157,https://daattorah.com/yd/88/lamdan,sources/yoreh-deah/siman-88/niveau-2-lamdan.html,,fr,88,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0158,https://daattorah.com/yd/88/lamdan,sources/yoreh-deah/siman-88/niveau-2-lamdan.html,,fr,88,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0159,https://daattorah.com/yd/88/lamdan,sources/yoreh-deah/siman-88/niveau-2-lamdan.html,,fr,88,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0160,https://daattorah.com/yd/88/lamdan,sources/yoreh-deah/siman-88/niveau-2-lamdan.html,,fr,88,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0161,https://daattorah.com/yd/89/lamdan,sources/yoreh-deah/siman-89/niveau-2-lamdan.html,,fr,89,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0162,https://daattorah.com/yd/89/lamdan,sources/yoreh-deah/siman-89/niveau-2-lamdan.html,,fr,89,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0163,https://daattorah.com/yd/89/lamdan,sources/yoreh-deah/siman-89/niveau-2-lamdan.html,,fr,89,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0164,https://daattorah.com/yd/89/lamdan,sources/yoreh-deah/siman-89/niveau-2-lamdan.html,,fr,89,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0165,https://daattorah.com/yd/90/lamdan,sources/yoreh-deah/siman-90/niveau-2-lamdan.html,,fr,90,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0166,https://daattorah.com/yd/90/lamdan,sources/yoreh-deah/siman-90/niveau-2-lamdan.html,,fr,90,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0167,https://daattorah.com/yd/90/lamdan,sources/yoreh-deah/siman-90/niveau-2-lamdan.html,,fr,90,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0168,https://daattorah.com/yd/90/lamdan,sources/yoreh-deah/siman-90/niveau-2-lamdan.html,,fr,90,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0169,https://daattorah.com/yd/91/lamdan,sources/yoreh-deah/siman-91/niveau-2-lamdan.html,,fr,91,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0170,https://daattorah.com/yd/91/lamdan,sources/yoreh-deah/siman-91/niveau-2-lamdan.html,,fr,91,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0171,https://daattorah.com/yd/91/lamdan,sources/yoreh-deah/siman-91/niveau-2-lamdan.html,,fr,91,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0172,https://daattorah.com/yd/91/lamdan,sources/yoreh-deah/siman-91/niveau-2-lamdan.html,,fr,91,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0173,https://daattorah.com/yd/92/lamdan,sources/yoreh-deah/siman-92/niveau-2-lamdan.html,,fr,92,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0174,https://daattorah.com/yd/92/lamdan,sources/yoreh-deah/siman-92/niveau-2-lamdan.html,,fr,92,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0175,https://daattorah.com/yd/92/lamdan,sources/yoreh-deah/siman-92/niveau-2-lamdan.html,,fr,92,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0176,https://daattorah.com/yd/92/lamdan,sources/yoreh-deah/siman-92/niveau-2-lamdan.html,,fr,92,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0177,https://daattorah.com/yd/93/lamdan,sources/yoreh-deah/siman-93/niveau-2-lamdan.html,,fr,93,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0178,https://daattorah.com/yd/93/lamdan,sources/yoreh-deah/siman-93/niveau-2-lamdan.html,,fr,93,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0179,https://daattorah.com/yd/93/lamdan,sources/yoreh-deah/siman-93/niveau-2-lamdan.html,,fr,93,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0180,https://daattorah.com/yd/93/lamdan,sources/yoreh-deah/siman-93/niveau-2-lamdan.html,,fr,93,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0181,https://daattorah.com/yd/94/lamdan,sources/yoreh-deah/siman-94/niveau-2-lamdan.html,,fr,94,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0182,https://daattorah.com/yd/94/lamdan,sources/yoreh-deah/siman-94/niveau-2-lamdan.html,,fr,94,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0183,https://daattorah.com/yd/94/lamdan,sources/yoreh-deah/siman-94/niveau-2-lamdan.html,,fr,94,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0184,https://daattorah.com/yd/94/lamdan,sources/yoreh-deah/siman-94/niveau-2-lamdan.html,,fr,94,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0185,https://daattorah.com/yd/95/lamdan,sources/yoreh-deah/siman-95/niveau-2-lamdan.html,,fr,95,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0186,https://daattorah.com/yd/95/lamdan,sources/yoreh-deah/siman-95/niveau-2-lamdan.html,,fr,95,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0187,https://daattorah.com/yd/95/lamdan,sources/yoreh-deah/siman-95/niveau-2-lamdan.html,,fr,95,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0188,https://daattorah.com/yd/95/lamdan,sources/yoreh-deah/siman-95/niveau-2-lamdan.html,,fr,95,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0189,https://daattorah.com/yd/96/lamdan,sources/yoreh-deah/siman-96/niveau-2-lamdan.html,,fr,96,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0190,https://daattorah.com/yd/96/lamdan,sources/yoreh-deah/siman-96/niveau-2-lamdan.html,,fr,96,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0191,https://daattorah.com/yd/96/lamdan,sources/yoreh-deah/siman-96/niveau-2-lamdan.html,,fr,96,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0192,https://daattorah.com/yd/96/lamdan,sources/yoreh-deah/siman-96/niveau-2-lamdan.html,,fr,96,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0193,https://daattorah.com/yd/97/lamdan,sources/yoreh-deah/siman-97/niveau-2-lamdan.html,,fr,97,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0194,https://daattorah.com/yd/97/lamdan,sources/yoreh-deah/siman-97/niveau-2-lamdan.html,,fr,97,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0195,https://daattorah.com/yd/97/lamdan,sources/yoreh-deah/siman-97/niveau-2-lamdan.html,,fr,97,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0196,https://daattorah.com/yd/97/lamdan,sources/yoreh-deah/siman-97/niveau-2-lamdan.html,,fr,97,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0197,https://daattorah.com/yd/98/lamdan,sources/yoreh-deah/siman-98/niveau-2-lamdan.html,,fr,98,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0198,https://daattorah.com/yd/98/lamdan,sources/yoreh-deah/siman-98/niveau-2-lamdan.html,,fr,98,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0199,https://daattorah.com/yd/98/lamdan,sources/yoreh-deah/siman-98/niveau-2-lamdan.html,,fr,98,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0200,https://daattorah.com/yd/98/lamdan,sources/yoreh-deah/siman-98/niveau-2-lamdan.html,,fr,98,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0201,https://daattorah.com/yd/99/lamdan,sources/yoreh-deah/siman-99/niveau-2-lamdan.html,,fr,99,2-Lamdan,lang-incoherent,IMPORTANTE,he,"html lang=""he"" mais fichier FR","lang=""fr""",haute,non
T0202,https://daattorah.com/yd/99/lamdan,sources/yoreh-deah/siman-99/niveau-2-lamdan.html,,fr,99,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang fr absent,Compléter les 3 hreflang,haute,non
T0203,https://daattorah.com/yd/99/lamdan,sources/yoreh-deah/siman-99/niveau-2-lamdan.html,,fr,99,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang en absent,Compléter les 3 hreflang,haute,non
T0204,https://daattorah.com/yd/99/lamdan,sources/yoreh-deah/siman-99/niveau-2-lamdan.html,,fr,99,2-Lamdan,hreflang-manquant,MOYENNE,[],hreflang he absent,Compléter les 3 hreflang,haute,non
T0205,https://daattorah.com,sources/shabbat/siman-242/niveau-4-daat-harav.html;sources/shabbat/siman-243/niveau-4-daat-harav.html;sources/shabbat/siman-246/niveau-4-daat-harav.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 242 · Niveau 4 — Chitah de l'Admour HaZaken | Hilkhot Shabbat,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0206,https://daattorah.com,sources/shabbat/siman-304/index-en.html;sources/shabbat/siman-304/index.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 304 — Le repos du serviteur et de l'esclave | Hilkhot Shabbat,Titre identique sur 2 pages,Rendre chaque <title> unique,haute,non
T0207,https://daattorah.com,sources/shabbat/siman-322/index-en.html;sources/shabbat/siman-322/index.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 322 — L'œuf pondu le Chabbat (Nolad) | Hilkhot Shabbat,Titre identique sur 2 pages,Rendre chaque <title> unique,haute,non
T0208,https://daattorah.com,sources/yoreh-deah/siman-113/index-en.html;sources/yoreh-deah/siman-113/niveau-1-base-en.html;sources/yoreh-deah/siman-113/niveau-3-synthese-en.html;sources/yoreh-deah/siman-113/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 113 — Food Cooked by Non-Jews (בישולי עכו״ם) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0209,https://daattorah.com,sources/yoreh-deah/siman-113/index.html;sources/yoreh-deah/siman-113/niveau-1-base.html;sources/yoreh-deah/siman-113/niveau-3-synthese.html;sources/yoreh-deah/siman-113/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 113 — La cuisson des non-Juifs (בישולי עכו״ם) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0210,https://daattorah.com,sources/yoreh-deah/siman-114/index-en.html;sources/yoreh-deah/siman-114/niveau-1-base-en.html;sources/yoreh-deah/siman-114/niveau-3-synthese-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 114 — Beer & Beverages of Non-Jews (שכר עכו״ם) | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0211,https://daattorah.com,sources/yoreh-deah/siman-114/index-he.html;sources/yoreh-deah/siman-114/niveau-1-base-he.html;sources/yoreh-deah/siman-114/niveau-3-synthese-he.html;sources/yoreh-deah/siman-114/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קי״ד — דין שכר ושאר משקין של עכו״ם | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0212,https://daattorah.com,sources/yoreh-deah/siman-114/index.html;sources/yoreh-deah/siman-114/niveau-1-base.html;sources/yoreh-deah/siman-114/niveau-3-synthese.html;sources/yoreh-deah/siman-114/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 114 — La bière des non-Juifs (שכר עכו״ם) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0213,https://daattorah.com,sources/yoreh-deah/siman-115/index-en.html;sources/yoreh-deah/siman-115/niveau-3-synthese-en.html;sources/yoreh-deah/siman-115/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,"Siman 115 — Milk, Cheese & Butter of Non-Jews | DAAT",Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0214,https://daattorah.com,sources/yoreh-deah/siman-115/index-he.html;sources/yoreh-deah/siman-115/niveau-1-base-he.html;sources/yoreh-deah/siman-115/niveau-3-synthese-he.html;sources/yoreh-deah/siman-115/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קט״ו — דין חלב וגבינה של עכו״ם | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0215,https://daattorah.com,sources/yoreh-deah/siman-115/index.html;sources/yoreh-deah/siman-115/niveau-1-base.html;sources/yoreh-deah/siman-115/niveau-3-synthese.html;sources/yoreh-deah/siman-115/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 115 — Le lait des non-Juifs (חלב עכו״ם) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0216,https://daattorah.com,sources/yoreh-deah/siman-116/index-he.html;sources/yoreh-deah/siman-116/niveau-3-synthese-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קט״ז — דברים האסורים משום סכנה | DAAT,Titre identique sur 2 pages,Rendre chaque <title> unique,haute,non
T0217,https://daattorah.com,sources/yoreh-deah/siman-117/index-en.html;sources/yoreh-deah/siman-117/niveau-1-base-en.html;sources/yoreh-deah/siman-117/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 117 — Trading in Forbidden Food (סחורה) | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0218,https://daattorah.com,sources/yoreh-deah/siman-117/index-he.html;sources/yoreh-deah/siman-117/niveau-1-base-he.html;sources/yoreh-deah/siman-117/niveau-3-synthese-he.html;sources/yoreh-deah/siman-117/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קי״ז — שלא לעשות סחורה מדבר איסור | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0219,https://daattorah.com,sources/yoreh-deah/siman-117/index.html;sources/yoreh-deah/siman-117/niveau-1-base.html;sources/yoreh-deah/siman-117/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 117 — Commerce d'un aliment interdit (סחורה) | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0220,https://daattorah.com,sources/yoreh-deah/siman-118/index-en.html;sources/yoreh-deah/siman-118/niveau-3-synthese-en.html;sources/yoreh-deah/siman-118/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 118 — Food Entrusted via a Non-Jew (חותמות) | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0221,https://daattorah.com,sources/yoreh-deah/siman-118/index-he.html;sources/yoreh-deah/siman-118/niveau-1-base-he.html;sources/yoreh-deah/siman-118/niveau-3-synthese-he.html;sources/yoreh-deah/siman-118/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קי״ח — חותמות בדבר הנשלח ביד עכו״ם | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0222,https://daattorah.com,sources/yoreh-deah/siman-118/index.html;sources/yoreh-deah/siman-118/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 118 — Aliments confiés à un non-Juif (חותמות) | DAAT,Titre identique sur 2 pages,Rendre chaque <title> unique,haute,non
T0223,https://daattorah.com,sources/yoreh-deah/siman-183/index-en.html;sources/yoreh-deah/siman-183/niveau-1-base-en.html;sources/yoreh-deah/siman-183/niveau-3-synthese-en.html;sources/yoreh-deah/siman-183/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 183 — Foundation of Niddah (Seven Clean Days) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0224,https://daattorah.com,sources/yoreh-deah/siman-183/index-he.html;sources/yoreh-deah/siman-183/niveau-1-base-he.html;sources/yoreh-deah/siman-183/niveau-3-synthese-he.html;sources/yoreh-deah/siman-183/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קפ״ג — יסוד דין הנדה ושבעה נקיים | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0225,https://daattorah.com,sources/yoreh-deah/siman-183/index.html;sources/yoreh-deah/siman-183/niveau-1-base.html;sources/yoreh-deah/siman-183/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 183 — Le fondement de la Nidah (ז׳ נקיים) | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0226,https://daattorah.com,sources/yoreh-deah/siman-184/index-en.html;sources/yoreh-deah/siman-184/niveau-3-synthese-en.html;sources/yoreh-deah/siman-184/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 184 — Separating Before the Period (Vesatot) | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0227,https://daattorah.com,sources/yoreh-deah/siman-184/index-he.html;sources/yoreh-deah/siman-184/niveau-1-base-he.html;sources/yoreh-deah/siman-184/niveau-3-synthese-he.html;sources/yoreh-deah/siman-184/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קפ״ד — פרישה סמוך לווסת | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0228,https://daattorah.com,sources/yoreh-deah/siman-184/index.html;sources/yoreh-deah/siman-184/niveau-3-synthese.html;sources/yoreh-deah/siman-184/niveau-4-halakha.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 184 — Perisha avant la période (וסתות) | DAAT,Titre identique sur 3 pages,Rendre chaque <title> unique,haute,non
T0229,https://daattorah.com,sources/yoreh-deah/siman-185/index-en.html;sources/yoreh-deah/siman-185/niveau-1-base-en.html;sources/yoreh-deah/siman-185/niveau-3-synthese-en.html;sources/yoreh-deah/siman-185/niveau-4-halakha-en.html,,multi,,,SEO-title-duplique,MOYENNE,Siman 185 — The Woman's Word (Ne'emanut) | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
T0230,https://daattorah.com,sources/yoreh-deah/siman-185/index-he.html;sources/yoreh-deah/siman-185/niveau-1-base-he.html;sources/yoreh-deah/siman-185/niveau-3-synthese-he.html;sources/yoreh-deah/siman-185/niveau-4-halakha-he.html,,multi,,,SEO-title-duplique,MOYENNE,סימן קפ״ה — נאמנות האשה ואמתלא | DAAT,Titre identique sur 4 pages,Rendre chaque <title> unique,haute,non
